GO_Accession	GO_term_name	GO domain	P-value	Number	Size	gene_transcript_ID	gene_symbol
GO:0051145	smooth muscle cell differentiation	biological_process	0.038245792	2	16	ENSAPLT00000003284, ENSAPLT00000011034	FGF10, WNT7B
GO:0000213	tRNA-intron endonuclease activity	molecular_function	0.038763588	1	2	ENSAPLT00000008449	TSEN15
GO:0002067	glandular epithelial cell differentiation	biological_process	0.038763588	1	2	ENSAPLT00000012265	IL31RA
GO:0002248	connective tissue replacement involved in inflammatory response wound healing	biological_process	0.038763588	1	2	ENSAPLT00000001014	F2R
GO:0003100	regulation of systemic arterial blood pressure by endothelin	biological_process	0.038763588	1	2	ENSAPLT00000013225	EDN1
GO:0003266	regulation of secondary heart field cardioblast proliferation	biological_process	0.038763588	1	2	ENSAPLT00000013725	ISL1
GO:0004459	L-lactate dehydrogenase activity	molecular_function	0.038763588	1	2	ENSAPLT00000017126	LDHB
GO:0004565	beta-galactosidase activity	molecular_function	0.038763588	1	2	ENSAPLT00000001219	GLB1
GO:0004666	prostaglandin-endoperoxide synthase activity	molecular_function	0.038763588	1	2	ENSAPLT00000014480	PTGS2
GO:0004829	threonine-tRNA ligase activity	molecular_function	0.038763588	1	2	ENSAPLT00000016816	unknow
GO:0004923	leukemia inhibitory factor receptor activity	molecular_function	0.038763588	1	2	ENSAPLT00000012487	IL6ST
GO:0005113	patched binding	molecular_function	0.038763588	1	2	ENSAPLT00000013331	PTCH1
GO:0005119	smoothened binding	molecular_function	0.038763588	1	2	ENSAPLT00000013331	PTCH1
GO:0005219	ryanodine-sensitive calcium-release channel activity	molecular_function	0.038763588	1	2	ENSAPLT00000011580	unknow
GO:0005896	interleukin-6 receptor complex	cellular_component	0.038763588	1	2	ENSAPLT00000012487	IL6ST
GO:0005900	oncostatin-M receptor complex	cellular_component	0.038763588	1	2	ENSAPLT00000012487	IL6ST
GO:0006435	threonyl-tRNA aminoacylation	biological_process	0.038763588	1	2	ENSAPLT00000016816	unknow
GO:0006537	glutamate biosynthetic process	biological_process	0.038763588	1	2	ENSAPLT00000007816	SLC1A3
GO:0006564	L-serine biosynthetic process	biological_process	0.038763588	1	2	ENSAPLT00000005603	PSAT1
GO:0006610	ribosomal protein import into nucleus	biological_process	0.038763588	1	2	ENSAPLT00000009795	IPO11
GO:0007260	tyrosine phosphorylation of STAT protein	biological_process	0.038763588	1	2	ENSAPLT00000001014	F2R
GO:0008186	RNA-dependent ATPase activity	molecular_function	0.038763588	1	2	ENSAPLT00000014411	YTHDC2
GO:0015501	glutamate:sodium symporter activity	molecular_function	0.038763588	1	2	ENSAPLT00000015672	SLC1A1
GO:0016332	establishment or maintenance of polarity of embryonic epithelium	biological_process	0.038763588	1	2	ENSAPLT00000011034	WNT7B
GO:0019008	molybdopterin synthase complex	cellular_component	0.038763588	1	2	ENSAPLT00000014571	MOCS2
GO:0019058	viral life cycle	biological_process	0.038763588	1	2	ENSAPLT00000015651	PCSK5
GO:0019371	cyclooxygenase pathway	biological_process	0.038763588	1	2	ENSAPLT00000014480	PTGS2
GO:0021514	ventral spinal cord interneuron differentiation	biological_process	0.038763588	1	2	ENSAPLT00000015323	LMO4
GO:0021524	visceral motor neuron differentiation	biological_process	0.038763588	1	2	ENSAPLT00000013725	ISL1
GO:0021545	cranial nerve development	biological_process	0.038763588	1	2	ENSAPLT00000007816	SLC1A3
GO:0021559	trigeminal nerve development	biological_process	0.038763588	1	2	ENSAPLT00000013725	ISL1
GO:0021773	striatal medium spiny neuron differentiation	biological_process	0.038763588	1	2	ENSAPLT00000004798	INHBA
GO:0021997	neural plate axis specification	biological_process	0.038763588	1	2	ENSAPLT00000013331	PTCH1
GO:0030229	very-low-density lipoprotein particle receptor activity	molecular_function	0.038763588	1	2	ENSAPLT00000016235	VLDLR
GO:0030431	sleep	biological_process	0.038763588	1	2	ENSAPLT00000004160	GRIN2A
GO:0030617	transforming growth factor beta receptor, inhibitory cytoplasmic mediator activity	molecular_function	0.038763588	1	2	ENSAPLT00000001256	SMAD7
GO:0031094	platelet dense tubular network	cellular_component	0.038763588	1	2	ENSAPLT00000001014	F2R
GO:0031223	auditory behavior	biological_process	0.038763588	1	2	ENSAPLT00000007816	SLC1A3
GO:0031417	NatC complex	cellular_component	0.038763588	1	2	ENSAPLT00000016584	NAA35
GO:0031699	beta-3 adrenergic receptor binding	molecular_function	0.038763588	1	2	ENSAPLT00000013899	ARRDC3
GO:0031708	endothelin B receptor binding	molecular_function	0.038763588	1	2	ENSAPLT00000013225	EDN1
GO:0032513	negative regulation of protein phosphatase type 2B activity	biological_process	0.038763588	1	2	ENSAPLT00000007291	CMYA5
GO:0032731	positive regulation of interleukin-1 beta production	biological_process	0.038763588	1	2	ENSAPLT00000013725	ISL1
GO:0032770	positive regulation of monooxygenase activity	biological_process	0.038763588	1	2	ENSAPLT00000010670	GDNF
GO:0033058	directional locomotion	biological_process	0.038763588	1	2	ENSAPLT00000004160	GRIN2A
GO:0033699	DNA 5'-adenosine monophosphate hydrolase activity	molecular_function	0.038763588	1	2	ENSAPLT00000016305	APTX
GO:0034066	RIC1-RGP1 guanyl-nucleotide exchange factor complex	cellular_component	0.038763588	1	2	ENSAPLT00000004287	RIC1
GO:0034189	very-low-density lipoprotein particle binding	molecular_function	0.038763588	1	2	ENSAPLT00000016235	VLDLR
GO:0034436	glycoprotein transport	biological_process	0.038763588	1	2	ENSAPLT00000016235	VLDLR
GO:0034437	glycoprotein transporter activity	molecular_function	0.038763588	1	2	ENSAPLT00000016235	VLDLR
GO:0034665	integrin alpha1-beta1 complex	cellular_component	0.038763588	1	2	ENSAPLT00000013907	ITGA1
GO:0035026	leading edge cell differentiation	biological_process	0.038763588	1	2	ENSAPLT00000009668	DAB2
GO:0035106	operant conditioning	biological_process	0.038763588	1	2	ENSAPLT00000007678	PDE8B
GO:0035815	positive regulation of renal sodium excretion	biological_process	0.038763588	1	2	ENSAPLT00000013225	EDN1
GO:0038109	Kit signaling pathway	biological_process	0.038763588	1	2	ENSAPLT00000011317	FER
GO:0042503	tyrosine phosphorylation of Stat3 protein	biological_process	0.038763588	1	2	ENSAPLT00000011317	FER
GO:0042693	muscle cell fate commitment	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0042701	progesterone secretion	biological_process	0.038763588	1	2	ENSAPLT00000004798	INHBA
GO:0043205	fibril	cellular_component	0.038763588	1	2	ENSAPLT00000007816	SLC1A3
GO:0043512	inhibin A complex	cellular_component	0.038763588	1	2	ENSAPLT00000004798	INHBA
GO:0044309	neuron spine	cellular_component	0.038763588	1	2	ENSAPLT00000012605	LRRC4
GO:0044337	canonical Wnt signaling pathway involved in positive regulation of apoptotic process	biological_process	0.038763588	1	2	ENSAPLT00000001777	unknow
GO:0046642	negative regulation of alpha-beta T cell proliferation	biological_process	0.038763588	1	2	ENSAPLT00000012399	CBLB
GO:0046877	regulation of saliva secretion	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0048023	positive regulation of melanin biosynthetic process	biological_process	0.038763588	1	2	ENSAPLT00000014021	TYRP1
GO:0048807	female genitalia morphogenesis	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0048861	leukemia inhibitory factor signaling pathway	biological_process	0.038763588	1	2	ENSAPLT00000012487	IL6ST
GO:0050062	long-chain-fatty-acyl-CoA reductase activity	molecular_function	0.038763588	1	2	ENSAPLT00000007793	FAR2
GO:0050072	m7G(5')pppN diphosphatase activity	molecular_function	0.038763588	1	2	ENSAPLT00000014126	DCP2
GO:0051252	regulation of RNA metabolic process	biological_process	0.038763588	1	2	ENSAPLT00000008460	NOVA1
GO:0051771	negative regulation of nitric-oxide synthase biosynthetic process	biological_process	0.038763588	1	2	ENSAPLT00000013225	EDN1
GO:0055002	striated muscle cell development	biological_process	0.038763588	1	2	ENSAPLT00000014588	TTN
GO:0060078	regulation of postsynaptic membrane potential	biological_process	0.038763588	1	2	ENSAPLT00000004160	GRIN2A
GO:0060164	regulation of timing of neuron differentiation	biological_process	0.038763588	1	2	ENSAPLT00000003302	SOX5
GO:0060166	olfactory pit development	biological_process	0.038763588	1	2	ENSAPLT00000016974	DLX5
GO:0060279	positive regulation of ovulation	biological_process	0.038763588	1	2	ENSAPLT00000004798	INHBA
GO:0060437	lung growth	biological_process	0.038763588	1	2	ENSAPLT00000012065	SPRY2
GO:0060535	trachea cartilage morphogenesis	biological_process	0.038763588	1	2	ENSAPLT00000011034	WNT7B
GO:0060585	positive regulation of prostaglandin-endoperoxide synthase activity	biological_process	0.038763588	1	2	ENSAPLT00000013225	EDN1
GO:0060667	branch elongation involved in salivary gland morphogenesis	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0060689	cell differentiation involved in salivary gland development	biological_process	0.038763588	1	2	ENSAPLT00000009375	CLCN2
GO:0060915	mesenchymal cell differentiation involved in lung development	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0061005	cell differentiation involved in kidney development	biological_process	0.038763588	1	2	ENSAPLT00000013331	PTCH1
GO:0061033	secretion by lung epithelial cell involved in lung growth	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0070104	negative regulation of interleukin-6-mediated signaling pathway	biological_process	0.038763588	1	2	ENSAPLT00000012487	IL6ST
GO:0070110	ciliary neurotrophic factor receptor complex	cellular_component	0.038763588	1	2	ENSAPLT00000012487	IL6ST
GO:0070384	Harderian gland development	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0070699	type II activin receptor binding	molecular_function	0.038763588	1	2	ENSAPLT00000004798	INHBA
GO:0071236	cellular response to antibiotic	biological_process	0.038763588	1	2	ENSAPLT00000013625	PLA2G4A
GO:0071338	positive regulation of hair follicle cell proliferation	biological_process	0.038763588	1	2	ENSAPLT00000003284	FGF10
GO:0071633	dihydroceramidase activity	molecular_function	0.038763588	1	2	ENSAPLT00000005027	ACER2
GO:0071657	positive regulation of granulocyte colony-stimulating factor production	biological_process	0.038763588	1	2	ENSAPLT00000013725	ISL1
GO:0071942	XPC complex	cellular_component	0.038763588	1	2	ENSAPLT00000013069	RAD23B
GO:0072053	renal inner medulla development	biological_process	0.038763588	1	2	ENSAPLT00000011034	WNT7B
GO:0072054	renal outer medulla development	biological_process	0.038763588	1	2	ENSAPLT00000011034	WNT7B
GO:0072061	inner medullary collecting duct development	biological_process	0.038763588	1	2	ENSAPLT00000011034	WNT7B
GO:0072203	cell proliferation involved in metanephros development	biological_process	0.038763588	1	2	ENSAPLT00000013331	PTCH1
GO:0080019	fatty-acyl-CoA reductase (alcohol-forming) activity	molecular_function	0.038763588	1	2	ENSAPLT00000007793	FAR2
GO:0090285	negative regulation of protein glycosylation in Golgi	biological_process	0.038763588	1	2	ENSAPLT00000005027	ACER2
GO:0097058	CRLF-CLCF1 complex	cellular_component	0.038763588	1	2	ENSAPLT00000011401	CRLF1
GO:0097108	hedgehog family protein binding	molecular_function	0.038763588	1	2	ENSAPLT00000013331	PTCH1
GO:0097154	GABAergic neuron differentiation	biological_process	0.038763588	1	2	ENSAPLT00000004798	INHBA
GO:1902774	late endosome to lysosome transport	biological_process	0.038763588	1	2	ENSAPLT00000005433	VPS41
GO:1904237	positive regulation of substrate-dependent cell migration, cell attachment to substrate	biological_process	0.038763588	1	2	ENSAPLT00000010574	FBLN1
GO:2000370	positive regulation of clathrin-mediated endocytosis	biological_process	0.038763588	1	2	ENSAPLT00000009668	DAB2
GO:2001181	positive regulation of interleukin-10 secretion	biological_process	0.038763588	1	2	ENSAPLT00000004801	CD274
GO:2001202	negative regulation of transforming growth factor-beta secretion	biological_process	0.038763588	1	2	ENSAPLT00000010574	FBLN1
GO:0008284	positive regulation of cell proliferation	biological_process	0.040257209	9	233	ENSAPLT00000013725, ENSAPLT00000003284, ENSAPLT00000005027, ENSAPLT00000011034, ENSAPLT00000012265, ENSAPLT00000010670, ENSAPLT00000013225, ENSAPLT00000011401, ENSAPLT00000012487	ISL1, FGF10, ACER2, WNT7B, IL31RA, GDNF, EDN1, CRLF1, IL6ST
GO:0010628	positive regulation of gene expression	biological_process	0.040326066	8	197	ENSAPLT00000002201, ENSAPLT00000011034, ENSAPLT00000004798, ENSAPLT00000013286, ENSAPLT00000012065, ENSAPLT00000010574, ENSAPLT00000015756, ENSAPLT00000012953	NFIL3, WNT7B, INHBA, PRKAA1, SPRY2, FBLN1, DDX58, TLE1
GO:0048538	thymus development	biological_process	0.040421968	3	39	ENSAPLT00000003284, ENSAPLT00000015323, ENSAPLT00000001777	FGF10, LMO4, unknow
GO:0004435	phosphatidylinositol phospholipase C activity	molecular_function	0.04279604	2	17	ENSAPLT00000011198, ENSAPLT00000010287	PLCG2, PLCZ1
GO:0008305	integrin complex	cellular_component	0.04279604	2	17	ENSAPLT00000009697, ENSAPLT00000013907	ITGA9, ITGA1
GO:0016529	sarcoplasmic reticulum	cellular_component	0.04279604	2	17	ENSAPLT00000015781, ENSAPLT00000006449	ITPR2, THBS4
GO:0048167	regulation of synaptic plasticity	biological_process	0.04279604	2	17	ENSAPLT00000005954, ENSAPLT00000004160	PLK2, GRIN2A
GO:0003007	heart morphogenesis	biological_process	0.043086818	3	40	ENSAPLT00000013725, ENSAPLT00000013331, ENSAPLT00000014588	ISL1, PTCH1, TTN
GO:0008565	protein transporter activity	molecular_function	0.043086818	3	40	ENSAPLT00000005917, ENSAPLT00000008468, ENSAPLT00000009795	AP1B1, SEC62, IPO11
GO:0043588	skin development	biological_process	0.043086818	3	40	ENSAPLT00000013899, ENSAPLT00000001777, ENSAPLT00000007126	ARRDC3, unknow, SLITRK5
GO:0009897	external side of plasma membrane	cellular_component	0.044010846	6	131	ENSAPLT00000002682, ENSAPLT00000012265, ENSAPLT00000013907, ENSAPLT00000004801, ENSAPLT00000013895, ENSAPLT00000012487	DLK1, IL31RA, ITGA1, CD274, SCUBE1, IL6ST
GO:0007612	learning	biological_process	0.045837418	3	41	ENSAPLT00000004834, ENSAPLT00000005940, ENSAPLT00000004160	SLC24A2, AMPH, GRIN2A
GO:0000281	mitotic cytokinesis	biological_process	0.047536568	2	18	ENSAPLT00000005018, ENSAPLT00000001777	SNX18, unknow
GO:0005516	calmodulin binding	molecular_function	0.048672884	3	42	ENSAPLT00000014474, ENSAPLT00000015325, ENSAPLT00000003170	KCNN2, DAPK1, IQGAP2
