GO_Accession	GO_term_name	GO domain	P-value	Number	Size	gene_transcript_ID	gene_symbol
GO:0004672	protein kinase activity	molecular_function	0.027065237	21	472	"ENSAPLT00000015410, ENSAPLT00000010829, ENSAPLT00000011317, ENSAPLT00000004290, ENSAPLT00000005923, ENSAPLT00000014588, ENSAPLT00000003100, ENSAPLT00000010540, ENSAPLT00000013416, ENSAPLT00000007925, ENSAPLT00000005987, ENSAPLT00000005954, ENSAPLT00000015325, ENSAPLT00000008254, ENSAPLT00000013513, ENSAPLT00000015405, ENSAPLT00000003660, ENSAPLT00000002477, ENSAPLT00000012566, ENSAPLT00000009893, ENSAPLT00000013286"	"PKN2, DCLK3, FER, KIT, KDR, TTN, CSNK1G3, unknow, AATK, PRKX, CDK7, PLK2, DAPK1, GRK5, unknow, PRKD1, unknow, ZAP70, ERCC3, GAK, PRKAA1"
GO:0000003	reproduction	biological_process	0.028207752	1	1	ENSAPLT00000012849	MMP23B
GO:0000189	MAPK import into nucleus	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0000210	NAD+ diphosphatase activity	molecular_function	0.028207752	1	1	ENSAPLT00000010883	NUDT12
GO:0000717	"nucleotide-excision repair, DNA duplex unwinding"	biological_process	0.028207752	1	1	ENSAPLT00000012566	ERCC3
GO:0000966	RNA 5-end processing	biological_process	0.028207752	1	1	ENSAPLT00000014617	PIWIL2
GO:0001519	peptide amidation	biological_process	0.028207752	1	1	ENSAPLT00000010027	PAM
GO:0001941	postsynaptic membrane organization	biological_process	0.028207752	1	1	ENSAPLT00000010670	GDNF
GO:0002282	microglial cell activation involved in immune response	biological_process	0.028207752	1	1	ENSAPLT00000001385	CX3CR1
GO:0002316	follicular B cell differentiation	biological_process	0.028207752	1	1	ENSAPLT00000011198	PLCG2
GO:0002371	dendritic cell cytokine production	biological_process	0.028207752	1	1	ENSAPLT00000004290	KIT
GO:0002438	acute inflammatory response to antigenic stimulus	biological_process	0.028207752	1	1	ENSAPLT00000012265	IL31RA
GO:0003175	tricuspid valve development	biological_process	0.028207752	1	1	ENSAPLT00000011528	TBX20
GO:0003176	aortic valve development	biological_process	0.028207752	1	1	ENSAPLT00000011528	TBX20
GO:0004321	fatty-acyl-CoA synthase activity	molecular_function	0.028207752	1	1	ENSAPLT00000005525	SLC27A3
GO:0004504	peptidylglycine monooxygenase activity	molecular_function	0.028207752	1	1	ENSAPLT00000010027	PAM
GO:0004598	peptidylamidoglycolate lyase activity	molecular_function	0.028207752	1	1	ENSAPLT00000010027	PAM
GO:0004648	O-phospho-L-serine:2-oxoglutarate aminotransferase activity	molecular_function	0.028207752	1	1	ENSAPLT00000005603	PSAT1
GO:0005018	platelet-derived growth factor alpha-receptor activity	molecular_function	0.028207752	1	1	ENSAPLT00000003660	unknow
GO:0005020	stem cell factor receptor activity	molecular_function	0.028207752	1	1	ENSAPLT00000004290	KIT
GO:0005055	laminin receptor activity	molecular_function	0.028207752	1	1	ENSAPLT00000016418	RPSA
GO:0005163	nerve growth factor receptor binding	molecular_function	0.028207752	1	1	ENSAPLT00000001815	NGF
GO:0005169	neurotrophin TRKB receptor binding	molecular_function	0.028207752	1	1	ENSAPLT00000006486	EFNA5
GO:0005314	high-affinity glutamate transmembrane transporter activity	molecular_function	0.028207752	1	1	ENSAPLT00000007816	SLC1A3
GO:0006147	guanine catabolic process	biological_process	0.028207752	1	1	ENSAPLT00000015939	GDA
GO:0006404	RNA import into nucleus	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0006405	RNA export from nucleus	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0006518	peptide metabolic process	biological_process	0.028207752	1	1	ENSAPLT00000010027	PAM
GO:0006742	NADP catabolic process	biological_process	0.028207752	1	1	ENSAPLT00000010883	NUDT12
GO:0006833	water transport	biological_process	0.028207752	1	1	ENSAPLT00000008990	UPK3A
GO:0007343	egg activation	biological_process	0.028207752	1	1	ENSAPLT00000010287	PLCZ1
GO:0007589	body fluid secretion	biological_process	0.028207752	1	1	ENSAPLT00000013225	EDN1
GO:0008746	NAD(P)+ transhydrogenase activity	molecular_function	0.028207752	1	1	ENSAPLT00000002474	NNT
GO:0008750	NAD(P)+ transhydrogenase (AB-specific) activity	molecular_function	0.028207752	1	1	ENSAPLT00000002474	NNT
GO:0008892	guanine deaminase activity	molecular_function	0.028207752	1	1	ENSAPLT00000015939	GDA
GO:0009341	beta-galactosidase complex	cellular_component	0.028207752	1	1	ENSAPLT00000001219	GLB1
GO:0009449	gamma-aminobutyric acid biosynthetic process	biological_process	0.028207752	1	1	ENSAPLT00000007816	SLC1A3
GO:0009798	axis specification	biological_process	0.028207752	1	1	ENSAPLT00000001777	unknow
GO:0010370	perinucleolar chromocenter	cellular_component	0.028207752	1	1	ENSAPLT00000014617	PIWIL2
GO:0010965	regulation of mitotic sister chromatid separation	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0014733	regulation of skeletal muscle adaptation	biological_process	0.028207752	1	1	ENSAPLT00000007291	CMYA5
GO:0015840	urea transport	biological_process	0.028207752	1	1	ENSAPLT00000008990	UPK3A
GO:0015977	carbon fixation	biological_process	0.028207752	1	1	ENSAPLT00000012138	DDX4
GO:0016212	kynurenine-oxoglutarate transaminase activity	molecular_function	0.028207752	1	1	ENSAPLT00000016017	CCBL2
GO:0016984	ribulose-bisphosphate carboxylase activity	molecular_function	0.028207752	1	1	ENSAPLT00000012138	DDX4
GO:0017172	cysteine dioxygenase activity	molecular_function	0.028207752	1	1	ENSAPLT00000014042	CDO1
GO:0019637	organophosphate metabolic process	biological_process	0.028207752	1	1	ENSAPLT00000013128	PHEX
GO:0019677	NAD catabolic process	biological_process	0.028207752	1	1	ENSAPLT00000010883	NUDT12
GO:0021784	postganglionic parasympathetic fiber development	biological_process	0.028207752	1	1	ENSAPLT00000010670	GDNF
GO:0021919	BMP signaling pathway involved in spinal cord dorsal/ventral patterning	biological_process	0.028207752	1	1	ENSAPLT00000009928	CHRD
GO:0030167	proteoglycan catabolic process	biological_process	0.028207752	1	1	ENSAPLT00000002531	ADAMTS12
GO:0030185	nitric oxide transport	biological_process	0.028207752	1	1	ENSAPLT00000013225	EDN1
GO:0030366	molybdopterin synthase activity	molecular_function	0.028207752	1	1	ENSAPLT00000014571	MOCS2
GO:0031339	negative regulation of vesicle fusion	biological_process	0.028207752	1	1	ENSAPLT00000012154	CORO1A
GO:0031345	negative regulation of cell projection organization	biological_process	0.028207752	1	1	ENSAPLT00000012065	SPRY2
GO:0031453	positive regulation of heterochromatin assembly	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0031583	phospholipase D-activating G-protein coupled receptor signaling pathway	biological_process	0.028207752	1	1	ENSAPLT00000013225	EDN1
GO:0031622	positive regulation of fever generation	biological_process	0.028207752	1	1	ENSAPLT00000014480	PTGS2
GO:0031701	angiotensin receptor binding	molecular_function	0.028207752	1	1	ENSAPLT00000006058	ARRB1
GO:0031707	endothelin A receptor binding	molecular_function	0.028207752	1	1	ENSAPLT00000013225	EDN1
GO:0031943	regulation of glucocorticoid metabolic process	biological_process	0.028207752	1	1	ENSAPLT00000004354	STUB1
GO:0031990	mRNA export from nucleus in response to heat stress	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0032482	Rab protein signal transduction	biological_process	0.028207752	1	1	ENSAPLT00000013416	AATK
GO:0032730	positive regulation of interleukin-1 alpha production	biological_process	0.028207752	1	1	ENSAPLT00000013725	ISL1
GO:0033007	negative regulation of mast cell activation involved in immune response	biological_process	0.028207752	1	1	ENSAPLT00000011317	FER
GO:0033229	cysteine transmembrane transporter activity	molecular_function	0.028207752	1	1	ENSAPLT00000015672	SLC1A1
GO:0033233	regulation of protein sumoylation	biological_process	0.028207752	1	1	ENSAPLT00000002016	EGR1
GO:0034103	regulation of tissue remodeling	biological_process	0.028207752	1	1	ENSAPLT00000006449	THBS4
GO:0034274	Atg12-Atg5-Atg16 complex	cellular_component	0.028207752	1	1	ENSAPLT00000016928	WDFY3
GO:0034447	very-low-density lipoprotein particle clearance	biological_process	0.028207752	1	1	ENSAPLT00000016235	VLDLR
GO:0035529	NADH pyrophosphatase activity	molecular_function	0.028207752	1	1	ENSAPLT00000010883	NUDT12
GO:0035701	hematopoietic stem cell migration	biological_process	0.028207752	1	1	ENSAPLT00000004290	KIT
GO:0035745	T-helper 2 cell cytokine production	biological_process	0.028207752	1	1	ENSAPLT00000012265	IL31RA
GO:0035887	aortic smooth muscle cell differentiation	biological_process	0.028207752	1	1	ENSAPLT00000014555	SMARCA2
GO:0035973	aggrephagy	biological_process	0.028207752	1	1	ENSAPLT00000016928	WDFY3
GO:0036119	response to platelet-derived growth factor	biological_process	0.028207752	1	1	ENSAPLT00000011317	FER
GO:0036306	embryonic heart tube elongation	biological_process	0.028207752	1	1	ENSAPLT00000011528	TBX20
GO:0038024	cargo receptor activity	molecular_function	0.028207752	1	1	ENSAPLT00000009668	DAB2
GO:0038025	reelin receptor activity	molecular_function	0.028207752	1	1	ENSAPLT00000016235	VLDLR
GO:0038028	insulin receptor signaling pathway via phosphatidylinositol 3-kinase	biological_process	0.028207752	1	1	ENSAPLT00000011317	FER
GO:0038033	positive regulation of endothelial cell chemotaxis by VEGF-activated vascular endothelial growth factor receptor signaling pathway	biological_process	0.028207752	1	1	ENSAPLT00000015405	PRKD1
GO:0038095	Fc-epsilon receptor signaling pathway	biological_process	0.028207752	1	1	ENSAPLT00000011317	FER
GO:0038162	erythropoietin-mediated signaling pathway	biological_process	0.028207752	1	1	ENSAPLT00000004290	KIT
GO:0042313	protein kinase C deactivation	biological_process	0.028207752	1	1	ENSAPLT00000013225	EDN1
GO:0042659	regulation of cell fate specification	biological_process	0.028207752	1	1	ENSAPLT00000015323	LMO4
GO:0042883	cysteine transport	biological_process	0.028207752	1	1	ENSAPLT00000015672	SLC1A1
GO:0043056	forward locomotion	biological_process	0.028207752	1	1	ENSAPLT00000014588	TTN
GO:0043179	rhythmic excitation	biological_process	0.028207752	1	1	ENSAPLT00000013225	EDN1
GO:0043509	activin A complex	cellular_component	0.028207752	1	1	ENSAPLT00000004798	INHBA
GO:0045123	cellular extravasation	biological_process	0.028207752	1	1	ENSAPLT00000013907	ITGA1
GO:0046439	L-cysteine metabolic process	biological_process	0.028207752	1	1	ENSAPLT00000014042	CDO1
GO:0046456	icosanoid biosynthetic process	biological_process	0.028207752	1	1	ENSAPLT00000013625	PLA2G4A
GO:0046832	negative regulation of RNA export from nucleus	biological_process	0.028207752	1	1	ENSAPLT00000013371	TPR
GO:0046880	regulation of follicle-stimulating hormone secretion	biological_process	0.028207752	1	1	ENSAPLT00000004798	INHBA
GO:0047315	kynurenine-glyoxylate transaminase activity	molecular_function	0.028207752	1	1	ENSAPLT00000016017	CCBL2
GO:0048144	fibroblast proliferation	biological_process	0.028207752	1	1	ENSAPLT00000011034	WNT7B
GO:0048880	sensory system development	biological_process	0.028207752	1	1	ENSAPLT00000013725	ISL1
GO:0050265	RNA uridylyltransferase activity	molecular_function	0.028207752	1	1	ENSAPLT00000016201	ZCCHC6
GO:0050674	urothelial cell proliferation	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0050677	positive regulation of urothelial cell proliferation	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0050865	regulation of cell activation	biological_process	0.028207752	1	1	ENSAPLT00000015323	LMO4
GO:0050904	diapedesis	biological_process	0.028207752	1	1	ENSAPLT00000011317	FER
GO:0051126	negative regulation of actin nucleation	biological_process	0.028207752	1	1	ENSAPLT00000012154	CORO1A
GO:0051171	regulation of nitrogen compound metabolic process	biological_process	0.028207752	1	1	ENSAPLT00000001777	unknow
GO:0051267	CP2 mannose-ethanolamine phosphotransferase activity	molecular_function	0.028207752	1	1	ENSAPLT00000009831	PIGG
GO:0060419	heart growth	biological_process	0.028207752	1	1	ENSAPLT00000014588	TTN
GO:0060436	bronchiole morphogenesis	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0060482	lobar bronchus development	biological_process	0.028207752	1	1	ENSAPLT00000011034	WNT7B
GO:0060496	mesenchymal-epithelial cell signaling involved in lung development	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0060560	developmental growth involved in morphogenesis	biological_process	0.028207752	1	1	ENSAPLT00000011034	WNT7B
GO:0060562	epithelial tube morphogenesis	biological_process	0.028207752	1	1	ENSAPLT00000007925	PRKX
GO:0060661	submandibular salivary gland formation	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0060856	establishment of blood-brain barrier	biological_process	0.028207752	1	1	ENSAPLT00000012251	MFSD2A
GO:0060879	semicircular canal fusion	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0060913	cardiac cell fate determination	biological_process	0.028207752	1	1	ENSAPLT00000013725	ISL1
GO:0061115	lung proximal/distal axis specification	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0061343	cell adhesion involved in heart morphogenesis	biological_process	0.028207752	1	1	ENSAPLT00000001516	FLRT2
GO:0061485	memory T cell proliferation	biological_process	0.028207752	1	1	ENSAPLT00000013317	DOCK8
GO:0061502	early endosome to recycling endosome transport	biological_process	0.028207752	1	1	ENSAPLT00000012154	CORO1A
GO:0061580	colon epithelial cell migration	biological_process	0.028207752	1	1	ENSAPLT00000009736	ARSB
GO:0070022	transforming growth factor beta receptor homodimeric complex	cellular_component	0.028207752	1	1	ENSAPLT00000009668	DAB2
GO:0070075	tear secretion	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0070352	positive regulation of white fat cell proliferation	biological_process	0.028207752	1	1	ENSAPLT00000003284	FGF10
GO:0071449	cellular response to lipid hydroperoxide	biological_process	0.028207752	1	1	ENSAPLT00000011170	MGST1
GO:0072060	outer medullary collecting duct development	biological_process	0.028207752	1	1	ENSAPLT00000011034	WNT7B
GO:0072108	positive regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis	biological_process	0.028207752	1	1	ENSAPLT00000010670	GDNF
GO:0072236	metanephric loop of Henle development	biological_process	0.028207752	1	1	ENSAPLT00000011034	WNT7B
GO:0072363	regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter	biological_process	0.028207752	1	1	ENSAPLT00000011118	PPARA
GO:0072366	regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter	biological_process	0.028207752	1	1	ENSAPLT00000011118	PPARA
GO:0072369	regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter	biological_process	0.028207752	1	1	ENSAPLT00000011118	PPARA
GO:0072660	maintenance of protein location in plasma membrane	biological_process	0.028207752	1	1	ENSAPLT00000009208	ANK3
GO:0089700	protein kinase D signaling	biological_process	0.028207752	1	1	ENSAPLT00000015405	PRKD1
GO:0090032	negative regulation of steroid hormone biosynthetic process	biological_process	0.028207752	1	1	ENSAPLT00000007678	PDE8B
GO:0090035	positive regulation of chaperone-mediated protein complex assembly	biological_process	0.028207752	1	1	ENSAPLT00000004354	STUB1
GO:0090240	positive regulation of histone H4 acetylation	biological_process	0.028207752	1	1	ENSAPLT00000006058	ARRB1
GO:0097326	melanocyte adhesion	biological_process	0.028207752	1	1	ENSAPLT00000004290	KIT
GO:0098542	defense response to other organism	biological_process	0.028207752	1	1	ENSAPLT00000012265	IL31RA
GO:1900044	regulation of protein K63-linked ubiquitination	biological_process	0.028207752	1	1	ENSAPLT00000008063	SASH1
GO:1900134	negative regulation of renin secretion into blood stream	biological_process	0.028207752	1	1	ENSAPLT00000001014	F2R
GO:1901258	positive regulation of macrophage colony-stimulating factor production	biological_process	0.028207752	1	1	ENSAPLT00000013725	ISL1
GO:1901360	organic cyclic compound metabolic process	biological_process	0.028207752	1	1	ENSAPLT00000009693	RNF180
GO:1901509	regulation of endothelial tube morphogenesis	biological_process	0.028207752	1	1	ENSAPLT00000002531	ADAMTS12
GO:1901563	response to camptothecin	biological_process	0.028207752	1	1	ENSAPLT00000013286	PRKAA1
GO:1901727	positive regulation of histone deacetylase activity	biological_process	0.028207752	1	1	ENSAPLT00000015405	PRKD1
GO:1901898	negative regulation of relaxation of cardiac muscle	biological_process	0.028207752	1	1	ENSAPLT00000005615	PDE4D
GO:1902203	negative regulation of hepatocyte growth factor receptor signaling pathway	biological_process	0.028207752	1	1	ENSAPLT00000002531	ADAMTS12
GO:1902498	regulation of protein autoubiquitination	biological_process	0.028207752	1	1	ENSAPLT00000008063	SASH1
GO:1902548	negative regulation of cellular response to vascular endothelial growth factor stimulus	biological_process	0.028207752	1	1	ENSAPLT00000002531	ADAMTS12
GO:1902916	positive regulation of protein polyubiquitination	biological_process	0.028207752	1	1	ENSAPLT00000008015	SKP2
GO:1903556	negative regulation of tumor necrosis factor superfamily cytokine production	biological_process	0.028207752	1	1	ENSAPLT00000004801	CD274
GO:1903712	cysteine transmembrane transport	biological_process	0.028207752	1	1	ENSAPLT00000015672	SLC1A1
GO:1904188	negative regulation of transformation of host cell by virus	biological_process	0.028207752	1	1	ENSAPLT00000010574	FBLN1
GO:1904293	negative regulation of ERAD pathway	biological_process	0.028207752	1	1	ENSAPLT00000014755	USP25
GO:1990379	lipid transport across blood brain barrier	biological_process	0.028207752	1	1	ENSAPLT00000012251	MFSD2A
GO:2000287	positive regulation of myotome development	biological_process	0.028207752	1	1	ENSAPLT00000014443	DMRT2
GO:2000324	positive regulation of glucocorticoid receptor signaling pathway	biological_process	0.028207752	1	1	ENSAPLT00000011097	LMO3
GO:2000696	regulation of epithelial cell differentiation involved in kidney development	biological_process	0.028207752	1	1	ENSAPLT00000007925	PRKX
GO:2001113	negative regulation of cellular response to hepatocyte growth factor stimulus	biological_process	0.028207752	1	1	ENSAPLT00000002531	ADAMTS12
GO:0060021	palate development	biological_process	0.028550368	5	61	"ENSAPLT00000001229, ENSAPLT00000016966, ENSAPLT00000016974, ENSAPLT00000003660, ENSAPLT00000004798"	"ALX1, DLX6, DLX5, unknow, INHBA"
GO:0045597	positive regulation of cell differentiation	biological_process	0.029074854	3	24	"ENSAPLT00000010670, ENSAPLT00000001777, ENSAPLT00000012584"	"GDNF, unknow, SOCS3"
GO:0001784	phosphotyrosine binding	molecular_function	0.030752005	2	10	"ENSAPLT00000012399, ENSAPLT00000002477"	"CBLB, ZAP70"
GO:0015813	L-glutamate transport	biological_process	0.030752005	2	10	"ENSAPLT00000015672, ENSAPLT00000007816"	"SLC1A1, SLC1A3"
GO:0021591	ventricular system development	biological_process	0.030752005	2	10	"ENSAPLT00000010700, ENSAPLT00000014588"	"DPCD, TTN"
GO:0042417	dopamine metabolic process	biological_process	0.030752005	2	10	"ENSAPLT00000004160, ENSAPLT00000015978"	"GRIN2A, SNCAIP"
GO:0044262	cellular carbohydrate metabolic process	biological_process	0.030752005	2	10	"ENSAPLT00000001219, ENSAPLT00000017126"	"GLB1, LDHB"
GO:0046928	regulation of neurotransmitter secretion	biological_process	0.030752005	2	10	"ENSAPLT00000001815, ENSAPLT00000015978"	"NGF, SNCAIP"
GO:0051642	centrosome localization	biological_process	0.030752005	2	10	"ENSAPLT00000003604, ENSAPLT00000015153"	"PARD3, SEMA6A"
